id,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,price,latitude,longitude,car_age,gas_fueled,diesel_fueled,hybrid_fueled,electric_fueled,front_wheel_drive,four_wheel_drive,rear_wheel_drive,automatic_transmission,manual_transmission
21446,2012,mazda,,4.0,gas,97467,clean,automatic,fwd,compact,suv,green,6917,43.074761,-89.3837613,11,1,0,0,0,1,0,0,1,0
21447,2011,toyota,5.0,4.0,gas,124870,clean,automatic,fwd,midsize,sedan,black,6346,42.9632425,-85.6678639,12,1,0,0,0,1,0,0,1,0
21448,2013,volkswagen,,4.0,gas,70684,rebuilt,other,fwd,compact,sedan,silver,2838,32.7174202,-117.1627728,10,1,0,0,0,1,0,0,0,0
21449,2016,chevrolet,5.0,8.0,gas,37478,clean,automatic,4wd,fullsize,truck,silver,72606,39.7990175,-89.6439575,7,1,0,0,0,0,1,0,1,0
21450,2001,bmw,,6.0,gas,38761,rebuilt,automatic,rwd,midsize,sedan,blue,22820,32.2228765,-110.9748477,22,1,0,0,0,0,0,1,1,0
21451,2002,dodge,2.0,8.0,gas,139047,clean,automatic,rwd,fullsize,truck,silver,20633,45.5616075,-94.1642004,21,1,0,0,0,0,0,1,1,0
21452,2015,ram,5.0,6.0,diesel,102627,clean,manual,4wd,fullsize,pickup,grey,25624,61.2163129,-149.894852,8,0,1,0,0,0,1,0,0,1
21453,2001,chevrolet,5.0,8.0,gas,191887,clean,automatic,fwd,fullsize,sedan,black,3610,35.287663,-77.6541388,22,1,0,0,0,1,0,0,1,0
21454,2005,toyota,1.0,6.0,gas,169051,clean,automatic,fwd,fullsize,suv,brown,2626,45.709097,-68.8590201,18,1,0,0,0,1,0,0,1,0
21455,2013,ford,5.0,8.0,gas,98500,clean,automatic,fwd,fullsize,suv,white,4901,42.7056386,-77.709834,10,1,0,0,0,1,0,0,1,0
21456,2006,bmw,,6.0,gas,110414,clean,automatic,fwd,fullsize,suv,black,9264,61.2163129,-149.894852,17,1,0,0,0,1,0,0,1,0
21457,2009,ford,2.0,6.0,gas,166502,clean,automatic,rwd,fullsize,truck,white,6964,37.6922361,-97.3375448,14,1,0,0,0,0,0,1,1,0
21458,2018,chevrolet,,6.0,gas,25681,rebuilt,automatic,fwd,midsize,coupe,silver,37141,34.67318365,-82.39612861921913,5,1,0,0,0,1,0,0,1,0
21459,2016,ram,,6.0,diesel,144438,clean,automatic,4wd,fullsize,pickup,black,29483,35.9603948,-83.9210261,7,0,1,0,0,0,1,0,1,0
21460,2011,honda,5.0,4.0,gas,55577,clean,automatic,fwd,compact,hatchback,blue,19996,32.89651945,-97.0465220537124,12,1,0,0,0,1,0,0,1,0
21461,2003,ram,1.0,8.0,diesel,142635,clean,automatic,4wd,fullsize,truck,brown,6562,42.2713945,-89.093966,20,0,1,0,0,0,1,0,1,0
21462,2011,ford,2.0,8.0,diesel,111709,clean,automatic,4wd,fullsize,suv,white,22424,27.7712026,-82.6495453,12,0,1,0,0,0,1,0,1,0
21463,1966,chevrolet,1.0,8.0,gas,-1,clean,manual,rwd,fullsize,coupe,green,17746,35.0841034,-106.650985,57,1,0,0,0,0,0,1,0,1
21464,1998,chevrolet,2.0,8.0,gas,136833,clean,automatic,rwd,fullsize,sedan,blue,21142,30.5955289,-96.3071042,25,1,0,0,0,0,0,1,1,0
21465,2016,ford,5.0,8.0,diesel,22662,rebuilt,automatic,4wd,fullsize,truck,black,42069,33.4484367,-112.074141,7,0,1,0,0,0,1,0,1,0
21466,2014,toyota,5.0,4.0,gas,88834,rebuilt,automatic,fwd,midsize,sedan,silver,9441,46.601557,-120.510842,9,1,0,0,0,1,0,0,1,0
21467,2015,ford,5.0,6.0,gas,98273,clean,automatic,fwd,fullsize,minivan,white,28001,39.830107,-74.978493,8,1,0,0,0,1,0,0,1,0
21468,2015,chevrolet,5.0,4.0,gas,40255,rebuilt,automatic,fwd,midsize,sedan,white,21892,41.7599976,-86.2505031,8,1,0,0,0,1,0,0,1,0
21469,2006,chevrolet,5.0,8.0,diesel,83291,clean,automatic,4wd,fullsize,pickup,white,19309,35.2272086,-80.8430827,17,0,1,0,0,0,1,0,1,0
21470,2014,ram,5.0,6.0,gas,155504,clean,automatic,rwd,midsize,pickup,black,22514,36.1622767,-86.7742984,9,1,0,0,0,0,0,1,1,0
21471,2013,other,2.0,4.0,gas,71625,clean,automatic,fwd,compact,hatchback,white,17684,34.0536909,-118.242766,10,1,0,0,0,1,0,0,1,0
21472,2013,toyota,5.0,4.0,gas,145982,clean,automatic,fwd,fullsize,suv,silver,3161,32.89651945,-97.0465220537124,10,1,0,0,0,1,0,0,1,0
21473,2000,toyota,2.0,4.0,gas,247649,clean,manual,fwd,compact,suv,green,1547,37.6922361,-97.3375448,23,1,0,0,0,1,0,0,0,1
21474,2005,bmw,2.0,6.0,gas,-1,clean,automatic,fwd,fullsize,sedan,green,1451,39.049011,-95.677556,18,1,0,0,0,1,0,0,1,0
21475,1996,bmw,5.0,8.0,gas,199922,clean,manual,4wd,fullsize,suv,black,8102,43.4849133,-71.6553992,27,1,0,0,0,0,1,0,0,1
21476,2001,bmw,5.0,6.0,gas,117188,clean,manual,fwd,midsize,sedan,brown,3622,42.1125825,-72.51478135359363,22,1,0,0,0,1,0,0,0,1
21477,2011,audi,5.0,6.0,gas,90425,clean,automatic,fwd,fullsize,suv,black,15453,46.5436104,-87.3962884,12,1,0,0,0,1,0,0,1,0
21478,2013,volkswagen,5.0,4.0,other,169994,clean,automatic,fwd,midsize,sedan,black,4567,46.56132435,-87.41048112721177,10,0,0,0,0,1,0,0,1,0
21479,2011,toyota,2.0,6.0,gas,182287,clean,automatic,fwd,fullsize,sedan,blue,4378,45.7874957,-108.49607,12,1,0,0,0,1,0,0,1,0
21480,2012,bmw,5.0,6.0,gas,126393,clean,automatic,fwd,midsize,sedan,white,7180,40.4416941,-79.9900861,11,1,0,0,0,1,0,0,1,0
21481,2008,chevrolet,5.0,4.0,gas,122311,clean,automatic,fwd,midsize,sedan,white,14138,42.2612043,-71.7950711,15,1,0,0,0,1,0,0,1,0
21482,2016,honda,5.0,4.0,gas,197242,clean,automatic,fwd,compact,sedan,blue,19865,43.0481221,-76.1474244,7,1,0,0,0,1,0,0,1,0
21483,1995,mazda,1.0,4.0,gas,107623,clean,manual,fwd,compact,hatchback,red,4367,29.421171,-94.69148,28,1,0,0,0,1,0,0,0,1
21484,1935,chevrolet,5.0,6.0,gas,2707,salvage,automatic,rwd,fullsize,van,blue,47433,37.9577016,-121.2907796,88,1,0,0,0,0,0,1,1,0
21485,2010,other,1.0,4.0,gas,199586,clean,manual,fwd,compact,wagon,red,7757,35.2272086,-80.8430827,13,1,0,0,0,1,0,0,0,1
21486,1984,chevrolet,1.0,8.0,gas,245652,clean,manual,rwd,fullsize,convertible,green,4773,39.838066,-79.01503,39,1,0,0,0,0,0,1,0,1
21487,1986,mercury,2.0,4.0,gas,263907,clean,manual,fwd,fullsize,suv,white,3909,38.5810606,-121.493895,37,1,0,0,0,1,0,0,0,1
21488,2012,ford,5.0,8.0,gas,99511,clean,automatic,4wd,fullsize,suv,silver,18361,41.000028,19.9999619,11,1,0,0,0,0,1,0,1,0
21489,1963,ford,5.0,6.0,gas,96382,clean,manual,rwd,fullsize,truck,white,21527,36.0726355,-79.7919754,60,1,0,0,0,0,0,1,0,1
21490,2013,honda,5.0,4.0,gas,131201,clean,manual,fwd,compact,suv,blue,5047,41.000028,19.9999619,10,1,0,0,0,1,0,0,0,1
21491,2014,ford,5.0,8.0,gas,77939,clean,automatic,4wd,fullsize,other,grey,19888,37.6390972,-120.9968782,9,1,0,0,0,0,1,0,1,0
21492,2006,toyota,2.0,4.0,gas,302455,clean,manual,fwd,midsize,wagon,green,3874,35.7218038,-113.827117,17,1,0,0,0,1,0,0,0,1
21493,2008,chevrolet,3.0,4.0,gas,78659,rebuilt,automatic,fwd,compact,sedan,black,6240,44.5126379,-88.0125794,15,1,0,0,0,1,0,0,1,0
21494,2011,ford,5.0,4.0,gas,101120,clean,automatic,4wd,fullsize,suv,silver,17801,36.1622767,-86.7742984,12,1,0,0,0,0,1,0,1,0
21495,2012,gmc,2.0,6.0,diesel,44147,clean,manual,fwd,fullsize,truck,white,19972,44.878019050000006,-93.2209280537696,11,0,1,0,0,1,0,0,0,1
21496,2011,ford,2.0,8.0,diesel,170855,clean,automatic,4wd,fullsize,truck,custom,14576,27.7635302,-97.4033191,12,0,1,0,0,0,1,0,1,0
21497,2006,chevrolet,2.0,4.0,gas,113486,clean,automatic,fwd,midsize,wagon,green,3141,43.4200387,-83.9490365,17,1,0,0,0,1,0,0,1,0
21498,2014,audi,5.0,4.0,gas,127572,rebuilt,automatic,fwd,subcompact,sedan,black,1157,37.6922361,-97.3375448,9,1,0,0,0,1,0,0,1,0
21499,2013,ford,2.0,6.0,other,98360,rebuilt,automatic,4wd,fullsize,pickup,black,9107,46.56132435,-87.41048112721177,10,0,0,0,0,0,1,0,1,0
21500,2003,nissan,,4.0,gas,81057,clean,automatic,fwd,fullsize,sedan,blue,21435,39.100105,-94.5781416,20,1,0,0,0,1,0,0,1,0
21501,2014,chevrolet,,4.0,gas,54303,clean,automatic,fwd,fullsize,coupe,black,24750,36.1672559,-115.148516,9,1,0,0,0,1,0,0,1,0
21502,2006,ram,5.0,8.0,gas,114533,clean,automatic,4wd,fullsize,truck,white,12917,42.9632425,-85.6678639,17,1,0,0,0,0,1,0,1,0
21503,2001,chevrolet,5.0,8.0,gas,171610,clean,automatic,rwd,fullsize,truck,white,4861,42.2713945,-89.093966,22,1,0,0,0,0,0,1,1,0
21504,2017,volkswagen,,4.0,gas,34840,salvage,automatic,fwd,compact,sedan,black,18010,37.9577016,-121.2907796,6,1,0,0,0,1,0,0,1,0
21505,2012,ford,2.0,8.0,diesel,47911,clean,automatic,4wd,midsize,truck,brown,38223,38.8950368,-77.0365427,11,0,1,0,0,0,1,0,1,0
21506,2006,ford,1.0,4.0,gas,176128,clean,manual,rwd,fullsize,pickup,green,2910,50.9986041,-115.3717331,17,1,0,0,0,0,0,1,0,1
21507,2010,bmw,5.0,4.0,gas,72057,rebuilt,automatic,fwd,midsize,sedan,silver,15542,36.1672559,-115.148516,13,1,0,0,0,1,0,0,1,0
21508,2015,chevrolet,2.0,4.0,gas,68528,clean,automatic,fwd,midsize,hatchback,black,3927,36.1672559,-115.148516,8,1,0,0,0,1,0,0,1,0
21509,2005,ford,2.0,8.0,diesel,166006,clean,other,rwd,fullsize,truck,blue,29380,39.830107,-74.978493,18,0,1,0,0,0,0,1,0,0
21510,2015,chevrolet,5.0,4.0,gas,35222,rebuilt,automatic,fwd,compact,sedan,white,31911,41.218369,-95.8164659,8,1,0,0,0,1,0,0,1,0
21511,2004,jeep,5.0,6.0,gas,77834,clean,automatic,4wd,fullsize,suv,black,6113,33.8583113,-118.0858136,19,1,0,0,0,0,1,0,1,0
21512,2009,nissan,5.0,4.0,gas,161834,salvage,automatic,fwd,fullsize,sedan,black,7884,39.7459468,-75.546589,14,1,0,0,0,1,0,0,1,0
21513,2000,jeep,2.0,6.0,gas,131929,clean,automatic,4wd,midsize,suv,silver,3434,41.000028,19.9999619,23,1,0,0,0,0,1,0,1,0
21514,2010,bmw,,6.0,gas,108880,clean,automatic,4wd,midsize,suv,black,4888,40.7127281,-74.0060152,13,1,0,0,0,0,1,0,1,0
21515,2012,volkswagen,2.0,4.0,gas,136173,clean,automatic,fwd,midsize,sedan,black,5527,32.7174202,-117.1627728,11,1,0,0,0,1,0,0,1,0
21516,2010,ford,5.0,6.0,other,50802,rebuilt,automatic,rwd,fullsize,bus,white,29938,35.9603948,-83.9210261,13,0,0,0,0,0,0,1,1,0
21517,2007,nissan,5.0,6.0,other,209788,rebuilt,automatic,fwd,midsize,sedan,silver,7407,39.830107,-74.978493,16,0,0,0,0,1,0,0,1,0
21518,2011,toyota,2.0,4.0,gas,154107,clean,automatic,fwd,midsize,sedan,silver,8331,33.4484367,-112.074141,12,1,0,0,0,1,0,0,1,0
21519,2012,bmw,5.0,6.0,gas,93555,clean,automatic,fwd,midsize,sedan,white,16814,42.1125825,-72.51478135359363,11,1,0,0,0,1,0,0,1,0
21520,2014,ford,2.0,4.0,gas,226074,clean,automatic,fwd,midsize,sedan,blue,5296,37.7884969,-122.3558473,9,1,0,0,0,1,0,0,1,0
21521,2012,toyota,5.0,4.0,gas,136555,clean,automatic,fwd,fullsize,sedan,black,11698,37.7884969,-122.3558473,11,1,0,0,0,1,0,0,1,0
21522,2020,toyota,2.0,4.0,gas,75746,rebuilt,automatic,fwd,fullsize,suv,silver,7409,40.7127281,-74.0060152,3,1,0,0,0,1,0,0,1,0
21523,2013,volkswagen,5.0,4.0,gas,93290,clean,automatic,fwd,compact,sedan,black,7005,35.3738712,-119.0194639,10,1,0,0,0,1,0,0,1,0
21524,2015,bmw,5.0,6.0,gas,76970,clean,automatic,fwd,midsize,sedan,silver,4969,40.9152061,-81.43992419328089,8,1,0,0,0,1,0,0,1,0
21525,2011,toyota,5.0,6.0,other,52611,rebuilt,other,fwd,fullsize,suv,white,20615,42.1125825,-72.51478135359363,12,0,0,0,0,1,0,0,0,0
21526,2013,kia,5.0,4.0,gas,121205,clean,automatic,fwd,midsize,sedan,silver,18306,37.9577016,-121.2907796,10,1,0,0,0,1,0,0,1,0
21527,2012,chevrolet,,4.0,gas,97968,clean,automatic,4wd,fullsize,suv,black,20466,33.5855677,-101.8470215,11,1,0,0,0,0,1,0,1,0
21528,2004,nissan,2.0,4.0,gas,181021,clean,automatic,fwd,midsize,sedan,grey,6064,37.7884969,-122.3558473,19,1,0,0,0,1,0,0,1,0
21529,2012,hyundai,5.0,6.0,gas,199832,salvage,automatic,fwd,fullsize,sedan,silver,4601,38.6280278,-90.1910154,11,1,0,0,0,1,0,0,1,0
21530,2012,ford,5.0,4.0,gas,52880,clean,automatic,fwd,compact,sedan,brown,6353,33.4484367,-112.074141,11,1,0,0,0,1,0,0,1,0
21531,1993,chevrolet,2.0,6.0,gas,195407,clean,automatic,fwd,fullsize,suv,white,3467,28.5421109,-81.3790304,30,1,0,0,0,1,0,0,1,0
21532,2016,ram,5.0,6.0,gas,113141,clean,automatic,rwd,fullsize,pickup,white,13539,40.08067,-76.2411283,7,1,0,0,0,0,0,1,1,0
21533,1997,honda,2.0,4.0,gas,185481,clean,manual,fwd,fullsize,sedan,green,6784,41.2493292,-77.0027671,26,1,0,0,0,1,0,0,0,1
21534,2014,bmw,2.0,4.0,gas,161734,clean,manual,fwd,compact,sedan,black,6526,39.7683331,-86.1583502,9,1,0,0,0,1,0,0,0,1
21535,2016,ram,2.0,8.0,diesel,111124,clean,manual,4wd,fullsize,truck,white,35053,38.8950368,-77.0365427,7,0,1,0,0,0,1,0,0,1
21536,1995,ford,5.0,6.0,gas,74052,clean,automatic,fwd,fullsize,sedan,green,16449,33.4484367,-112.074141,28,1,0,0,0,1,0,0,1,0
21537,2010,chevrolet,5.0,6.0,gas,130205,clean,automatic,fwd,fullsize,suv,black,4524,33.7489924,-84.3902644,13,1,0,0,0,1,0,0,1,0
21538,2011,ford,2.0,8.0,gas,95883,clean,automatic,fwd,fullsize,pickup,black,4491,41.000028,19.9999619,12,1,0,0,0,1,0,0,1,0
21539,2012,kia,,4.0,gas,117664,rebuilt,automatic,fwd,fullsize,sedan,silver,6044,28.5421109,-81.3790304,11,1,0,0,0,1,0,0,1,0
21540,2013,kia,5.0,4.0,gas,214725,rebuilt,automatic,fwd,midsize,suv,silver,4898,41.000028,19.9999619,10,1,0,0,0,1,0,0,1,0
21541,2008,ford,5.0,6.0,gas,135916,rebuilt,other,rwd,fullsize,truck,red,5189,39.830107,-74.978493,15,1,0,0,0,0,0,1,0,0
21542,2018,ford,,4.0,gas,296810,clean,automatic,4wd,fullsize,suv,black,5814,42.3192548,-85.1824269,5,1,0,0,0,0,1,0,1,0
21543,2006,ford,5.0,6.0,gas,120521,clean,automatic,fwd,fullsize,sedan,green,4637,42.8867166,-78.8783922,17,1,0,0,0,1,0,0,1,0
21544,1997,other,5.0,4.0,gas,105742,clean,automatic,fwd,fullsize,suv,black,8992,46.8701049,-113.995267,26,1,0,0,0,1,0,0,1,0
21545,2011,ford,2.0,8.0,gas,116817,clean,automatic,fwd,fullsize,bus,white,6589,35.0457219,-85.3094883,12,1,0,0,0,1,0,0,1,0
21546,2015,chevrolet,5.0,8.0,gas,120762,clean,manual,fwd,fullsize,suv,black,22793,41.000028,19.9999619,8,1,0,0,0,1,0,0,0,1
21547,2014,chevrolet,2.0,4.0,gas,121803,lien,automatic,fwd,compact,suv,black,14257,29.9759983,-90.0782127,9,1,0,0,0,1,0,0,1,0
21548,2010,chevrolet,5.0,6.0,gas,182376,clean,automatic,rwd,fullsize,van,white,26743,33.4484367,-112.074141,13,1,0,0,0,0,0,1,1,0
21549,2014,chevrolet,5.0,8.0,gas,122490,clean,automatic,4wd,fullsize,truck,white,29152,48.2691331,-116.5471244,9,1,0,0,0,0,1,0,1,0
21550,2017,ford,1.0,6.0,gas,34810,clean,automatic,rwd,midsize,coupe,custom,22869,38.6533883,-90.21907231085626,6,1,0,0,0,0,0,1,1,0
21551,2008,ram,5.0,6.0,diesel,150444,clean,automatic,4wd,fullsize,suv,green,17364,44.811349,-91.4984941,15,0,1,0,0,0,1,0,1,0
21552,2010,ford,5.0,6.0,gas,111790,clean,automatic,fwd,midsize,suv,black,8213,40.7127281,-74.0060152,13,1,0,0,0,1,0,0,1,0
21553,2016,ford,2.0,6.0,gas,43395,clean,automatic,rwd,fullsize,truck,white,35576,33.7489924,-84.3902644,7,1,0,0,0,0,0,1,1,0
21554,1983,ford,2.0,4.0,gas,126640,clean,automatic,fwd,fullsize,truck,blue,7225,35.3738712,-119.0194639,40,1,0,0,0,1,0,0,1,0
21555,2002,chevrolet,2.0,8.0,gas,148314,clean,automatic,rwd,fullsize,truck,black,4284,47.687231,-116.7892534,21,1,0,0,0,0,0,1,1,0
21556,2015,ford,5.0,4.0,gas,96204,clean,automatic,4wd,fullsize,suv,black,18977,40.7529971,-84.0918988,8,1,0,0,0,0,1,0,1,0
21557,2013,honda,5.0,4.0,gas,111826,clean,automatic,fwd,midsize,sedan,black,7151,41.7962409,-71.5992372,10,1,0,0,0,1,0,0,1,0
21558,2008,jeep,0.0,8.0,gas,238025,clean,manual,4wd,fullsize,suv,black,4816,26.2981263,-98.2075117,15,1,0,0,0,0,1,0,0,1
21559,2016,chevrolet,,6.0,gas,254,clean,automatic,rwd,fullsize,van,white,60020,28.5421109,-81.3790304,7,1,0,0,0,0,0,1,1,0
21560,2004,bmw,5.0,6.0,gas,141526,clean,automatic,fwd,midsize,coupe,silver,4619,37.1677128,-94.8464256,19,1,0,0,0,1,0,0,1,0
21561,1983,chevrolet,5.0,8.0,gas,50498,clean,manual,rwd,fullsize,coupe,black,14800,39.8560679,-4.0239568,40,1,0,0,0,0,0,1,0,1
21562,2003,jeep,1.0,6.0,gas,80746,clean,automatic,4wd,fullsize,offroad,white,20987,33.91610555,-96.64274127404047,20,1,0,0,0,0,1,0,1,0
21563,2017,bmw,5.0,6.0,gas,32655,clean,automatic,rwd,midsize,coupe,black,72908,28.5421109,-81.3790304,6,1,0,0,0,0,0,1,1,0
21564,1999,ford,1.0,6.0,diesel,321614,clean,manual,rwd,fullsize,truck,green,3936,40.1157948,-88.241194,24,0,1,0,0,0,0,1,0,1
21565,2010,bmw,,4.0,gas,132383,rebuilt,manual,fwd,midsize,suv,black,5759,41.764582,-72.6908547,13,1,0,0,0,1,0,0,0,1
21566,2006,dodge,2.0,6.0,gas,196343,clean,automatic,rwd,fullsize,truck,black,3167,51.0612766,-1.3131692,17,1,0,0,0,0,0,1,1,0
21567,2011,ford,2.0,4.0,gas,90431,clean,automatic,fwd,fullsize,sedan,white,5512,39.2908816,-76.610759,12,1,0,0,0,1,0,0,1,0
21568,1983,dodge,5.0,6.0,gas,147392,clean,automatic,fwd,fullsize,sedan,blue,4450,19.5938015,-155.42837009716908,40,1,0,0,0,1,0,0,1,0
21569,2014,audi,1.0,4.0,gas,95136,rebuilt,automatic,fwd,compact,sedan,silver,5241,34.539984,-112.468812,9,1,0,0,0,1,0,0,1,0
21570,2001,ford,2.0,6.0,gas,231639,clean,automatic,4wd,midsize,suv,silver,2543,39.4986462,-119.77333186086474,22,1,0,0,0,0,1,0,1,0
21571,2011,chevrolet,2.0,4.0,gas,97378,clean,automatic,fwd,midsize,suv,silver,18827,40.5863563,-122.391675,12,1,0,0,0,1,0,0,1,0
21572,2010,hyundai,5.0,6.0,gas,81148,clean,automatic,fwd,fullsize,sedan,black,18615,41.000028,19.9999619,13,1,0,0,0,1,0,0,1,0
21573,2007,cadillac,5.0,6.0,gas,104276,partsonly,automatic,4wd,midsize,suv,green,14765,37.6922361,-97.3375448,16,1,0,0,0,0,1,0,1,0
21574,2013,ford,3.0,4.0,gas,105563,rebuilt,automatic,fwd,fullsize,suv,black,6639,45.7874957,-108.49607,10,1,0,0,0,1,0,0,1,0
21575,2012,ford,5.0,6.0,gas,121670,clean,automatic,4wd,fullsize,truck,black,16844,35.7309716,-80.3153309,11,1,0,0,0,0,1,0,1,0
21576,2013,ford,5.0,6.0,gas,94303,clean,automatic,fwd,midsize,truck,white,23550,34.0536909,-118.242766,10,1,0,0,0,1,0,0,1,0
21577,2006,ford,5.0,8.0,gas,124851,salvage,automatic,4wd,fullsize,pickup,white,20948,36.1622767,-86.7742984,17,1,0,0,0,0,1,0,1,0
21578,2014,honda,5.0,4.0,gas,154165,clean,automatic,fwd,compact,sedan,black,7317,37.270973,-79.9414313,9,1,0,0,0,1,0,0,1,0
21579,2012,ford,5.0,6.0,gas,97600,partsonly,automatic,rwd,midsize,sedan,black,17510,37.6922361,-97.3375448,11,1,0,0,0,0,0,1,1,0
21580,2013,ford,5.0,8.0,gas,146850,clean,automatic,4wd,fullsize,sedan,black,5426,36.1672559,-115.148516,10,1,0,0,0,0,1,0,1,0
21581,2015,chevrolet,2.0,8.0,gas,13246,clean,automatic,rwd,fullsize,truck,white,15641,46.5436104,-87.3962884,8,1,0,0,0,0,0,1,1,0
21582,2004,ford,5.0,6.0,gas,128639,clean,automatic,rwd,midsize,sedan,custom,14136,32.7884363,-79.9399309,19,1,0,0,0,0,0,1,1,0
21583,2012,bmw,5.0,6.0,gas,84693,clean,manual,fwd,midsize,sedan,silver,21072,42.3554334,-71.060511,11,1,0,0,0,1,0,0,0,1
21584,2010,chevrolet,2.0,8.0,gas,101073,clean,automatic,fwd,fullsize,sedan,black,6210,32.2057704,-95.8432058,13,1,0,0,0,1,0,0,1,0
21585,1999,ram,,6.0,other,132845,clean,automatic,4wd,fullsize,pickup,red,24129,42.3554334,-71.060511,24,0,0,0,0,0,1,0,1,0
21586,2005,ford,,6.0,gas,222367,clean,manual,rwd,fullsize,truck,green,16994,46.808327,-100.783739,18,1,0,0,0,0,0,1,0,1
21587,2011,chevrolet,5.0,4.0,gas,145027,salvage,manual,fwd,compact,sedan,blue,7878,30.3321838,-81.655651,12,1,0,0,0,1,0,0,0,1
21588,2004,nissan,,4.0,gas,146065,clean,manual,fwd,midsize,hatchback,brown,2745,39.100105,-94.5781416,19,1,0,0,0,1,0,0,0,1
21589,2006,chevrolet,5.0,4.0,gas,100519,clean,automatic,fwd,compact,sedan,green,5312,27.89799165,-82.51906446720005,17,1,0,0,0,1,0,0,1,0
21590,2014,lincoln,5.0,6.0,gas,154201,clean,automatic,fwd,compact,sedan,black,11109,43.6008183,-116.24210864118032,9,1,0,0,0,1,0,0,1,0
21591,2002,ford,2.0,8.0,gas,148552,lien,automatic,rwd,midsize,coupe,white,19571,41.8755616,-87.6244212,21,1,0,0,0,0,0,1,1,0
21592,1985,bmw,5.0,6.0,gas,151383,clean,automatic,fwd,midsize,suv,white,6790,39.9053187,-84.22024542480268,38,1,0,0,0,1,0,0,1,0
21593,2011,nissan,5.0,4.0,other,80171,clean,automatic,fwd,compact,sedan,black,12817,41.764582,-72.6908547,12,0,0,0,0,1,0,0,1,0
21594,2004,ford,5.0,8.0,gas,120945,clean,manual,rwd,fullsize,convertible,green,17783,27.89799165,-82.51906446720005,19,1,0,0,0,0,0,1,0,1
21595,1995,ford,2.0,8.0,gas,181524,clean,manual,rwd,fullsize,other,red,3375,41.9758872,-91.6704053,28,1,0,0,0,0,0,1,0,1
21596,2014,ram,5.0,8.0,diesel,131875,clean,automatic,4wd,fullsize,truck,black,39883,39.9527237,-75.1635262,9,0,1,0,0,0,1,0,1,0
21597,2011,chevrolet,5.0,6.0,gas,88356,clean,automatic,fwd,fullsize,pickup,black,9178,35.3784666,-94.3996456,12,1,0,0,0,1,0,0,1,0
21598,1983,ford,2.0,6.0,gas,226693,clean,manual,fwd,fullsize,coupe,black,8508,38.6280278,-90.1910154,40,1,0,0,0,1,0,0,0,1
21599,2015,nissan,,4.0,gas,156760,clean,automatic,fwd,midsize,sedan,silver,6652,39.9527237,-75.1635262,8,1,0,0,0,1,0,0,1,0
21600,2015,ford,5.0,8.0,gas,118169,rebuilt,manual,4wd,fullsize,truck,white,12152,44.0581728,-121.3153096,8,1,0,0,0,0,1,0,0,1
21601,2008,volkswagen,5.0,4.0,gas,108515,clean,manual,fwd,midsize,sedan,silver,9500,38.8950368,-77.0365427,15,1,0,0,0,1,0,0,0,1
21602,2013,jeep,5.0,6.0,gas,139185,clean,automatic,4wd,fullsize,suv,black,20879,43.0481221,-76.1474244,10,1,0,0,0,0,1,0,1,0
21603,2013,honda,5.0,4.0,gas,151628,clean,automatic,fwd,compact,sedan,silver,3653,40.7127281,-74.0060152,10,1,0,0,0,1,0,0,1,0
21604,1996,bmw,5.0,6.0,gas,87049,clean,manual,rwd,fullsize,coupe,black,5920,19.5938015,-155.42837009716908,27,1,0,0,0,0,0,1,0,1
21605,2011,ford,5.0,8.0,diesel,77926,clean,automatic,rwd,fullsize,pickup,black,28098,36.1622767,-86.7742984,12,0,1,0,0,0,0,1,1,0
21606,2013,chevrolet,5.0,8.0,diesel,70658,clean,automatic,4wd,fullsize,truck,white,14725,41.9758872,-91.6704053,10,0,1,0,0,0,1,0,1,0
21607,1996,ford,2.0,6.0,diesel,182729,clean,manual,rwd,fullsize,truck,brown,6798,43.0481221,-76.1474244,27,0,1,0,0,0,0,1,0,1
21608,2001,toyota,2.0,4.0,gas,128976,clean,manual,4wd,compact,suv,silver,5876,36.1672559,-115.148516,22,1,0,0,0,0,1,0,0,1
21609,1990,chevrolet,1.0,8.0,gas,177528,clean,manual,rwd,fullsize,coupe,green,3412,48.7544012,-122.478836,33,1,0,0,0,0,0,1,0,1
21610,1973,chevrolet,2.0,8.0,gas,95786,clean,manual,fwd,fullsize,truck,green,11528,46.1742404,-119.0693344,50,1,0,0,0,1,0,0,0,1
21611,2008,nissan,1.0,4.0,gas,150037,rebuilt,manual,fwd,midsize,sedan,silver,2437,40.0149856,-105.270545,15,1,0,0,0,1,0,0,0,1
21612,1982,chevrolet,1.0,6.0,gas,3884,clean,manual,rwd,fullsize,coupe,green,7284,46.808327,-100.783739,41,1,0,0,0,0,0,1,0,1
21613,2015,mazda,2.0,4.0,gas,121829,clean,automatic,fwd,compact,sedan,blue,3638,42.420156,-71.107384,8,1,0,0,0,1,0,0,1,0
21614,2004,bmw,5.0,6.0,gas,87283,clean,automatic,fwd,fullsize,sedan,custom,4268,41.4996574,-81.6936772,19,1,0,0,0,1,0,0,1,0
21615,2016,ford,5.0,6.0,gas,90570,rebuilt,automatic,fwd,fullsize,pickup,white,17719,39.1406942,-121.617172,7,1,0,0,0,1,0,0,1,0
21616,2011,ford,2.0,6.0,gas,180606,clean,automatic,fwd,fullsize,truck,white,10946,39.9527237,-75.1635262,12,1,0,0,0,1,0,0,1,0
